Brand,Price,Color,Features,Condition,GPU,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Ram Size
1,291.0,19,7,8,1,0,4,69.0,120.0,69.0
1,370.8,19,4,8,0,0,4,69.0,480.0,69.0
10,19.95,0,1,10,4,0,4,69.0,69.0,69.0
3,27.98,0,1,8,4,5,2,1.0,69.0,1.0
2,225.0,0,4,8,4,0,0,256.0,256.0,4.0
1,679.0,19,1,4,4,5,4,69.0,512.0,16.0
2,1012.5,19,8,10,1,0,0,512.0,512.0,8.0
2,150.0,0,36,8,0,5,0,256.0,256.0,8.0
8,600.0,19,1,9,4,5,2,69.0,69.0,69.0
8,60.0,2,1,8,4,1,1,16.0,16.0,4.0
3,100.0,19,1,8,4,0,4,69.0,69.0,69.0
1,144.9,0,4,6,0,0,0,69.0,256.0,8.0
1,375.0,0,1,8,0,0,0,256.0,256.0,8.0
1,120.0,0,1,8,4,0,2,500.0,69.0,69.0
1,35.0,0,4,10,4,1,0,16.0,16.0,4.0
10,147.0,0,1,9,1,0,2,750.0,69.0,8.0
2,65.0,0,1,8,4,5,4,69.0,69.0,4.0
1,99.94,19,1,8,4,0,2,320.0,69.0,8.0
1,313.5,19,7,8,0,0,4,69.0,120.0,69.0
1,302.8,19,4,8,0,0,4,69.0,240.0,69.0
1,375.0,19,7,8,0,0,4,69.0,480.0,69.0
4,69.94,2,2,10,0,1,1,69.0,64.0,4.0
8,75.94,19,1,8,4,5,4,69.0,69.0,69.0
10,400.0,0,5,8,2,0,2,80.0,69.0,1.0
10,345.0,19,1,8,4,0,0,512.0,512.0,16.0
1,422.0,19,11,8,0,0,4,69.0,240.0,69.0
1,600.0,0,11,8,0,0,2,2.0,2.0,16.0
10,32.75,19,1,2,4,5,4,69.0,69.0,69.0
1,289.8,19,4,8,0,0,4,69.0,120.0,69.0
10,284.2,19,1,8,4,5,4,69.0,69.0,69.0
1,420.0,19,8,5,0,0,0,1.0,1.0,32.0
1,100.0,19,1,10,4,5,4,69.0,69.0,69.0
1,327.8,19,8,8,0,0,4,69.0,240.0,69.0
10,38.0,0,1,10,4,5,4,69.0,69.0,69.0
8,172.8,10,2,10,0,0,1,64.0,64.0,4.0
1,345.0,19,7,8,0,0,4,69.0,240.0,69.0
2,188.0,0,6,8,0,0,0,256.0,256.0,8.0
3,100.0,0,6,8,0,0,2,500.0,128.0,8.0
1,890.0,2,7,8,4,5,0,69.0,512.0,32.0
1,230.0,0,3,6,4,0,0,1.0,1.0,16.0
1,100.0,0,1,8,4,0,0,64.0,64.0,16.0
2,56.06,0,2,10,0,0,0,240.0,240.0,12.0
3,22.0,19,9,10,2,1,1,16.0,16.0,4.0
2,269.8,0,2,8,0,0,4,69.0,256.0,16.0
6,225.5,2,1,8,1,5,4,69.0,69.0,69.0
10,13.8,19,1,8,4,5,4,69.0,69.0,69.0
1,442.8,19,11,8,0,0,4,69.0,240.0,69.0
2,392.0,19,11,8,0,0,4,69.0,240.0,69.0
10,289.8,19,1,10,4,0,4,81.0,69.0,1.0
2,560.0,0,1,2,4,0,0,512.0,512.0,16.0
1,88.56,19,1,8,4,5,4,69.0,69.0,69.0
1,299.0,17,12,6,2,0,0,256.0,256.0,8.0
1,749.0,5,11,3,0,0,0,69.0,512.0,8.0
1,249.0,19,14,8,0,0,0,256.0,256.0,8.0
1,157.5,0,15,8,4,0,0,69.0,512.0,12.0
10,173.0,19,1,1,4,5,4,69.0,69.0,69.0
10,433.2,19,7,8,0,0,0,69.0,240.0,69.0
10,700.0,0,21,10,1,0,0,69.0,512.0,16.0
2,911.0,0,1,10,0,0,0,69.0,256.0,8.0
1,799.0,2,14,2,0,0,0,69.0,512.0,16.0
4,273.0,2,11,2,4,0,0,128.0,128.0,4.0
2,350.0,19,8,8,2,5,0,512.0,512.0,16.0
2,160.0,19,1,10,4,0,0,256.0,256.0,8.0
1,90.0,0,13,8,0,0,2,500.0,69.0,4.0
5,129.5,2,3,2,0,1,1,69.0,32.0,4.0
1,250.0,19,4,8,4,0,0,69.0,256.0,69.0
6,177.1,19,1,8,4,0,0,128.0,128.0,128.0
2,190.0,0,10,8,0,0,0,69.0,512.0,16.0
1,180.0,0,1,8,0,0,0,512.0,512.0,16.0
1,87.3,0,1,10,0,0,0,128.0,128.0,4.0
5,247.0,2,1,2,4,0,0,128.0,128.0,8.0
1,80.0,19,1,8,0,5,0,69.0,256.0,8.0
2,90.0,0,8,8,0,0,0,69.0,512.0,16.0
3,48.0,19,1,8,4,0,2,500.0,500.0,4.0
1,220.0,19,8,5,0,0,0,69.0,512.0,16.0
3,80.0,4,11,8,0,1,1,16.0,16.0,4.0
10,258.0,19,5,8,4,0,4,128.0,128.0,8.0
1,32.94,0,9,10,0,1,1,69.0,16.0,4.0
2,23.0,0,1,8,4,1,1,32.0,69.0,4.0
3,29.0,0,7,10,0,1,1,69.0,16.0,4.0
3,370.0,2,5,1,0,0,0,256.0,256.0,8.0
3,200.0,4,14,6,0,0,0,256.0,256.0,16.0
2,170.0,19,3,4,0,0,0,256.0,256.0,12.0
2,370.0,0,12,8,2,0,0,512.0,512.0,32.0
3,300.0,2,39,4,0,5,0,256.0,2.0,69.0
3,85.0,4,11,6,0,1,1,16.0,16.0,4.0
2,75.0,4,8,6,0,1,1,32.0,32.0,4.0
6,198.0,2,11,8,0,0,0,69.0,256.0,8.0
4,70.0,0,8,5,4,2,0,32.0,32.0,4.0
1,316.0,19,6,8,0,0,0,69.0,256.0,16.0
1,140.0,19,1,8,4,5,4,69.0,69.0,69.0
7,425.0,0,16,10,0,0,0,512.0,512.0,16.0
4,50.0,1,10,6,0,1,0,16.0,16.0,4.0
2,150.0,0,10,8,0,0,2,500.0,128.0,8.0
6,270.0,1,1,8,0,0,0,69.0,512.0,16.0
7,425.0,0,9,8,4,0,0,512.0,512.0,16.0
3,30.48,0,3,8,4,1,0,16.0,16.0,4.0
1,440.0,2,23,8,4,0,0,69.0,1.0,16.0
7,619.0,1,8,8,0,0,0,512.0,512.0,16.0
4,60.0,2,1,8,4,1,4,32.0,32.0,4.0
2,393.2,19,9,8,0,0,4,69.0,480.0,69.0
1,327.8,19,8,8,0,0,4,69.0,240.0,69.0
1,279.5,19,7,8,0,0,4,69.0,240.0,69.0
2,200.0,19,11,8,4,0,0,256.0,69.0,8.0
5,130.0,0,1,8,4,0,2,80.0,69.0,1.0
1,265.0,0,7,4,4,0,0,69.0,69.0,16.0
10,148.0,3,15,10,0,0,0,128.0,128.0,4.0
2,230.0,0,17,8,0,0,0,69.0,512.0,16.0
1,345.0,19,7,8,0,0,4,69.0,240.0,69.0
6,255.0,0,7,8,0,0,0,128.0,128.0,8.0
1,442.8,19,11,8,0,0,4,69.0,240.0,69.0
10,30.77,19,1,1,4,5,4,69.0,69.0,69.0
3,490.0,4,8,8,4,0,4,1.0,69.0,69.0
8,780.5,0,1,8,1,5,0,16.0,69.0,16.0
2,250.0,1,6,6,0,0,2,1.0,69.0,16.0
3,49.0,19,1,8,0,1,0,16.0,16.0,4.0
10,1295.0,2,9,10,0,0,0,69.0,256.0,8.0
1,312.0,19,7,8,1,0,4,69.0,120.0,69.0
4,126.56,19,1,8,4,5,4,69.0,69.0,69.0
3,519.5,3,9,10,2,0,0,512.0,512.0,16.0
1,349.0,3,9,5,0,0,0,69.0,512.0,12.0
3,120.0,2,8,8,2,0,0,512.0,512.0,8.0
3,100.0,5,4,10,0,1,1,4.0,32.0,4.0
7,499.0,5,6,10,0,0,0,256.0,256.0,8.0
2,56.0,19,1,10,4,1,1,69.0,32.0,4.0
8,196.1,19,1,8,4,5,4,69.0,69.0,69.0
8,138.0,19,9,9,4,5,2,69.0,69.0,69.0
4,129.0,0,10,10,4,1,2,32.0,69.0,4.0
1,160.0,0,1,8,0,0,0,8.0,69.0,8.0
1,21.95,19,6,8,2,0,2,500.0,180.0,4.0
1,199.0,2,10,8,4,0,0,512.0,512.0,16.0
3,190.0,2,1,8,0,0,0,256.0,256.0,16.0
1,200.0,3,17,10,0,0,2,69.0,69.0,69.0
1,324.0,19,7,8,0,0,4,69.0,240.0,69.0
6,75.0,19,1,9,4,5,4,69.0,69.0,69.0
10,177.1,19,1,8,4,5,4,69.0,69.0,69.0
6,570.0,0,1,10,4,0,0,69.0,256.0,16.0
1,154.0,0,15,10,0,1,1,16.0,16.0,4.0
3,189.8,19,1,8,4,5,4,69.0,69.0,69.0
5,63.25,19,1,8,4,5,4,69.0,69.0,69.0
1,292.2,19,4,8,0,0,4,69.0,120.0,69.0
10,332.8,0,1,7,0,5,4,69.0,69.0,69.0
2,391.0,19,9,8,0,0,4,69.0,240.0,69.0
2,714.5,19,4,1,0,0,0,69.0,256.0,69.0
3,50.0,19,1,8,4,0,4,69.0,69.0,69.0
3,939.5,2,9,3,1,0,0,69.0,1.0,32.0
3,115.0,0,12,9,0,1,0,16.0,16.0,4.0
3,300.0,19,1,8,0,5,0,69.0,256.0,16.0
6,60.0,2,1,9,4,0,0,69.0,256.0,8.0
2,115.0,1,6,10,0,1,1,32.0,69.0,4.0
2,300.0,2,2,8,4,0,0,16.0,476.0,16.0
1,279.5,19,7,8,0,0,4,69.0,240.0,69.0
10,162.0,19,1,8,4,5,4,69.0,69.0,69.0
5,46.0,19,1,8,4,5,4,69.0,16.0,69.0
1,119.0,0,35,8,0,5,2,69.0,69.0,8.0
3,110.0,2,10,8,0,0,2,500.0,69.0,8.0
1,303.0,19,1,8,0,0,4,69.0,120.0,69.0
1,400.0,0,13,10,4,0,0,512.0,512.0,16.0
1,749.0,1,8,2,0,0,0,69.0,256.0,16.0
2,163.2,0,7,8,0,0,2,500.0,69.0,8.0
1,240.0,0,1,8,0,0,0,8.0,69.0,8.0
3,69.9,19,1,8,4,5,0,69.0,256.0,8.0
3,479.5,1,12,3,0,0,0,69.0,256.0,8.0
1,1900.0,0,1,4,0,0,0,1.0,1.0,32.0
2,393.2,19,9,8,0,0,4,69.0,480.0,69.0
1,300.2,19,7,8,1,0,4,69.0,120.0,69.0
2,500.0,19,1,2,4,0,4,69.0,69.0,69.0
1,899.0,4,3,3,1,0,3,69.0,1.0,16.0
2,200.0,19,1,8,4,0,4,160.0,69.0,69.0
1,360.0,1,14,4,0,0,0,69.0,512.0,16.0
3,259.0,9,6,10,0,0,0,128.0,128.0,4.0
3,179.0,19,8,8,4,0,2,750.0,69.0,8.0
2,231.0,0,7,8,0,0,0,512.0,256.0,16.0
1,1050.0,2,1,4,0,0,0,256.0,256.0,16.0
6,158.1,19,2,10,4,0,4,512.0,512.0,512.0
1,200.0,0,49,8,4,0,0,512.0,512.0,16.0
1,380.0,2,9,10,2,0,0,512.0,512.0,16.0
3,79.94,0,1,8,4,1,1,16.0,16.0,16.0
10,299.0,19,1,8,4,0,3,500.0,69.0,8.0
3,325.0,2,8,1,0,0,0,256.0,256.0,8.0
1,298.8,19,7,8,1,0,4,69.0,240.0,69.0
1,352.0,19,1,8,0,0,4,69.0,240.0,69.0
1,294.0,19,1,8,1,0,4,69.0,120.0,69.0
3,44.0,19,1,8,0,1,0,32.0,32.0,4.0
4,550.0,1,2,10,4,0,0,12.0,512.0,12.0
3,300.0,2,15,8,0,0,0,256.0,256.0,16.0
5,175.0,2,1,10,0,0,0,69.0,128.0,4.0
2,309.2,19,5,8,0,0,4,69.0,960.0,69.0
10,13.05,19,1,8,4,5,4,69.0,69.0,69.0
1,334.5,19,7,8,0,0,4,69.0,120.0,69.0
1,349.8,19,1,8,0,0,4,69.0,120.0,69.0
2,340.2,19,5,8,0,0,4,69.0,960.0,69.0
2,119.0,0,4,8,0,0,0,69.0,128.0,12.0
1,377.5,19,4,8,0,0,0,69.0,480.0,69.0
10,521.0,19,1,8,4,5,4,69.0,69.0,69.0
1,260.8,19,4,8,0,0,4,69.0,120.0,69.0
3,509.5,0,8,3,2,0,0,69.0,512.0,16.0
8,199.9,0,1,10,4,0,1,128.0,128.0,128.0
1,179.0,0,7,5,4,0,2,1.0,69.0,6.0
3,415.0,19,8,8,0,0,0,1.0,128.0,16.0
1,209.0,19,1,8,1,0,0,69.0,256.0,16.0
1,750.0,19,1,2,4,0,0,256.0,256.0,32.0
1,140.0,4,15,5,4,0,2,69.0,69.0,69.0
1,90.0,0,13,8,0,0,2,500.0,69.0,4.0
7,310.0,5,6,8,0,0,0,69.0,256.0,8.0
10,413.2,19,1,8,4,5,4,69.0,69.0,69.0
10,105.0,19,1,8,4,0,0,69.0,69.0,4.0
2,899.0,19,2,2,0,0,0,256.0,256.0,69.0
1,45.0,0,1,8,2,1,0,4.0,16.0,4.0
8,100.0,2,14,10,0,1,1,32.0,32.0,4.0
10,1439.0,2,8,1,0,0,0,69.0,1.0,16.0
8,105.0,1,9,10,0,1,1,32.0,32.0,32.0
1,458.5,19,7,8,1,0,4,69.0,960.0,69.0
10,423.0,19,7,8,0,0,0,69.0,120.0,69.0
3,319.5,2,8,3,2,0,0,69.0,256.0,8.0
2,150.0,0,8,8,4,0,0,69.0,256.0,16.0
10,70.0,19,1,1,4,0,4,69.0,69.0,69.0
3,315.0,1,8,1,0,0,0,256.0,256.0,8.0
10,146.5,19,1,10,4,5,4,69.0,69.0,69.0
10,172.0,1,6,1,0,0,0,128.0,128.0,6.0
3,19.98,0,7,10,4,0,2,69.0,69.0,69.0
1,342.0,19,1,8,0,0,4,69.0,120.0,69.0
1,260.8,19,4,8,0,0,4,69.0,120.0,69.0
3,650.0,1,14,1,0,0,0,256.0,256.0,8.0
1,298.8,19,7,8,1,0,4,69.0,240.0,69.0
2,680.0,2,10,3,2,0,0,69.0,1.0,40.0
10,412.2,19,1,8,4,5,4,69.0,69.0,69.0
10,238.2,19,1,8,0,5,4,69.0,69.0,69.0
2,340.2,19,5,8,0,0,4,69.0,960.0,69.0
10,327.8,19,1,8,0,5,4,69.0,69.0,69.0
1,45.0,19,1,8,4,5,4,80.0,69.0,2.0
1,198.0,19,1,10,4,5,4,69.0,69.0,69.0
1,350.0,1,9,8,0,0,0,512.0,512.0,16.0
10,87.0,19,1,8,4,5,4,69.0,69.0,69.0
10,333.2,3,11,8,4,0,0,69.0,500.0,16.0
1,399.0,2,7,10,4,0,0,512.0,512.0,8.0
10,40.0,19,1,8,4,5,4,69.0,69.0,69.0
10,24.98,2,1,9,4,5,3,69.0,69.0,4.0
10,346.8,19,9,8,0,0,0,69.0,120.0,69.0
3,330.0,2,10,1,0,0,0,256.0,256.0,8.0
2,699.0,0,10,1,2,0,0,2.0,2.0,40.0
1,365.8,19,7,8,0,0,4,69.0,240.0,69.0
10,337.0,19,1,8,1,5,4,69.0,69.0,69.0
1,496.0,19,1,8,4,0,0,69.0,1.0,16.0
10,289.0,19,1,1,4,5,4,69.0,69.0,69.0
1,699.0,2,9,8,4,0,4,69.0,1.0,32.0
10,500.0,19,1,2,4,0,4,69.0,69.0,69.0
1,599.0,19,4,1,0,0,0,16.0,256.0,16.0
1,291.0,19,7,8,1,0,4,69.0,120.0,69.0
3,110.0,2,14,8,0,0,0,256.0,256.0,16.0
1,600.0,19,1,4,4,5,0,1.0,1.0,32.0
3,320.0,2,7,10,0,0,0,256.0,256.0,8.0
3,490.0,4,8,8,4,0,4,1.0,69.0,69.0
3,130.0,19,1,8,4,0,4,256.0,4.0,69.0
3,150.0,1,4,8,0,1,0,69.0,16.0,4.0
1,425.0,1,19,8,0,0,0,500.0,500.0,16.0
1,318.2,19,7,8,1,0,4,69.0,120.0,69.0
1,396.0,19,10,8,0,0,4,69.0,120.0,69.0
1,53.0,0,6,5,0,1,0,16.0,16.0,4.0
10,225.0,19,1,8,4,0,0,69.0,256.0,8.0
3,243.0,2,15,8,0,0,0,256.0,256.0,8.0
1,740.0,1,6,2,0,0,0,69.0,512.0,16.0
3,749.5,2,5,10,0,0,0,512.0,512.0,16.0
3,260.0,19,1,5,4,0,0,512.0,512.0,16.0
2,149.0,0,9,8,4,0,0,256.0,256.0,16.0
1,450.0,19,11,6,0,0,0,69.0,1.0,16.0
10,70.0,0,1,10,4,5,4,69.0,69.0,69.0
3,670.0,2,6,2,0,0,0,69.0,1.0,16.0
1,140.0,0,5,10,0,0,0,512.0,512.0,32.0
1,199.0,0,6,5,0,0,0,256.0,256.0,16.0
10,253.0,1,6,1,4,0,0,512.0,512.0,8.0
1,380.2,19,4,8,0,0,0,69.0,960.0,69.0
10,477.5,19,1,8,4,5,4,69.0,69.0,69.0
10,4.42,19,1,1,4,0,4,69.0,69.0,69.0
1,700.0,2,7,4,0,0,0,512.0,512.0,16.0
1,119.9,0,1,8,4,0,2,69.0,69.0,69.0
2,180.0,19,1,5,4,0,0,512.0,512.0,12.0
3,30.0,19,1,8,4,2,2,160.0,250.0,2.0
2,565.0,19,6,1,0,0,0,69.0,256.0,69.0
1,189.0,19,10,6,0,0,0,69.0,512.0,8.0
3,50.0,19,1,8,4,5,4,69.0,69.0,4.0
1,234.5,1,9,8,0,0,0,69.0,128.0,16.0
7,850.0,3,2,10,0,0,0,69.0,512.0,16.0
1,29.95,19,1,9,4,5,4,69.0,69.0,69.0
4,435.0,0,7,8,1,0,0,256.0,256.0,16.0
1,398.0,19,7,8,1,0,4,69.0,480.0,69.0
1,328.5,19,7,8,1,0,4,69.0,240.0,69.0
2,325.2,19,9,8,0,0,4,69.0,120.0,69.0
1,588.5,19,2,8,4,0,2,320.0,69.0,69.0
1,360.5,19,1,8,0,0,4,69.0,240.0,69.0
2,530.0,0,10,4,0,0,0,69.0,256.0,16.0
1,575.0,4,1,2,4,0,0,69.0,1.0,8.0
6,219.5,19,1,8,4,0,4,128.0,128.0,128.0
3,50.0,2,6,10,0,1,1,4.0,64.0,4.0
1,420.5,19,4,8,0,0,4,69.0,960.0,69.0
10,200.0,2,2,8,4,0,2,160.0,69.0,4.0
6,255.0,0,7,8,0,0,0,128.0,128.0,8.0
10,19.58,19,1,8,4,5,4,69.0,69.0,69.0
1,384.0,19,1,8,0,0,4,69.0,480.0,69.0
1,21.95,19,6,8,2,0,2,500.0,180.0,4.0
1,384.0,19,1,8,0,0,4,69.0,240.0,69.0
1,19.0,19,1,9,4,5,4,69.0,69.0,69.0
2,399.8,19,1,8,0,0,4,69.0,480.0,69.0
3,150.4,5,7,8,0,1,1,69.0,32.0,4.0
4,399.0,1,1,1,0,0,0,256.0,256.0,8.0
3,230.0,2,16,8,0,0,0,256.0,256.0,69.0
10,890.0,19,8,1,0,0,0,69.0,128.0,8.0
10,412.2,19,1,8,4,5,4,69.0,69.0,69.0
2,800.0,7,6,10,2,0,0,69.0,1.0,16.0
1,449.8,19,7,8,1,0,4,69.0,960.0,69.0
1,489.5,19,1,8,4,5,4,69.0,69.0,69.0
1,216.0,19,13,6,1,0,0,69.0,512.0,16.0
2,200.0,4,4,10,3,1,2,69.0,128.0,4.0
1,300.0,1,6,8,1,0,2,1.0,256.0,8.0
10,52.0,12,1,8,4,5,4,69.0,69.0,69.0
3,120.0,2,8,8,2,0,0,512.0,512.0,8.0
1,358.8,19,7,8,0,0,4,69.0,120.0,69.0
10,65.25,19,1,9,4,5,4,69.0,69.0,69.0
6,220.0,19,1,8,4,0,4,512.0,512.0,8.0
1,300.0,2,12,10,4,0,0,128.0,128.0,8.0
2,720.0,0,5,10,0,0,0,256.0,256.0,16.0
3,125.0,19,1,8,4,5,2,500.0,500.0,16.0
3,90.0,19,1,1,4,5,4,69.0,69.0,69.0
1,313.5,19,7,8,0,0,4,69.0,120.0,69.0
1,302.8,19,4,8,0,0,4,69.0,240.0,69.0
10,433.2,19,7,8,0,0,0,69.0,240.0,69.0
10,194.8,19,1,8,4,5,4,69.0,69.0,69.0
1,103.4,0,8,8,0,0,2,500.0,69.0,4.0
1,80.0,0,2,8,0,0,2,500.0,69.0,4.0
10,285.0,2,1,8,4,0,2,640.0,69.0,69.0
2,112.5,0,5,8,4,0,2,500.0,69.0,8.0
10,325.0,4,4,8,4,5,0,256.0,256.0,8.0
2,500.0,19,1,8,4,0,2,69.0,128.0,16.0
1,400.0,0,11,4,4,0,0,1.0,1.0,32.0
1,55.0,19,1,9,4,5,4,69.0,69.0,4.0
6,150.0,19,1,8,4,0,0,256.0,256.0,69.0
1,363.0,0,16,10,0,0,0,256.0,256.0,16.0
5,95.0,2,3,10,0,1,1,69.0,32.0,4.0
10,700.0,0,10,8,1,0,3,69.0,512.0,16.0
5,135.0,2,3,10,0,1,1,69.0,32.0,4.0
1,100.0,0,1,9,0,5,0,8.0,69.0,8.0
1,375.0,0,6,8,1,0,2,1.0,128.0,128.0
3,250.0,19,1,1,4,5,4,64.0,64.0,4.0
10,390.8,19,7,8,0,0,0,69.0,240.0,69.0
10,208.9,19,1,8,4,5,4,69.0,69.0,69.0
3,88.56,19,1,8,4,5,4,69.0,69.0,69.0
3,139.2,19,1,8,4,5,4,69.0,69.0,69.0
10,136.0,19,1,8,4,5,4,69.0,69.0,69.0
10,12.59,0,1,1,4,5,4,69.0,69.0,69.0
8,170.9,19,1,8,4,5,4,69.0,69.0,69.0
10,462.0,19,7,8,0,0,0,69.0,960.0,69.0
10,38.0,1,5,8,4,1,0,16.0,16.0,4.0
6,510.0,0,12,2,4,0,0,8.0,128.0,8.0
10,113.9,19,1,8,4,5,4,69.0,69.0,69.0
3,220.0,0,5,2,0,0,0,69.0,128.0,8.0
2,113.9,19,1,8,4,5,4,69.0,69.0,69.0
1,303.5,19,1,8,0,0,4,69.0,120.0,69.0
10,260.0,19,1,8,4,5,4,69.0,69.0,69.0
3,100.0,0,8,8,0,0,0,69.0,256.0,8.0
1,312.0,19,7,8,1,0,4,69.0,120.0,69.0
10,390.8,19,7,8,0,0,0,69.0,240.0,69.0
1,455.5,19,1,8,4,0,4,512.0,512.0,16.0
2,391.0,19,9,8,0,0,4,69.0,240.0,69.0
3,325.0,2,1,10,2,0,0,69.0,512.0,16.0
3,355.8,19,14,8,0,0,0,69.0,512.0,16.0
2,391.0,19,9,8,4,0,4,69.0,480.0,69.0
10,227.2,19,1,8,4,5,4,69.0,69.0,69.0
8,3668.0,19,15,1,1,0,0,2.0,2.0,32.0
6,181.5,19,4,8,4,5,0,128.0,69.0,8.0
3,227.8,19,14,9,4,0,0,69.0,1.0,69.0
2,170.9,19,8,8,4,0,0,69.0,256.0,8.0
3,619.0,19,6,10,0,0,0,256.0,256.0,8.0
1,368.5,19,9,8,0,0,0,69.0,360.0,69.0
2,327.8,19,9,6,4,0,4,69.0,256.0,32.0
10,2718.0,19,1,1,4,5,4,69.0,69.0,69.0
10,434.0,19,1,5,4,5,4,69.0,69.0,69.0
2,100.0,1,2,8,2,0,0,69.0,32.0,16.0
2,445.0,0,8,4,1,0,0,69.0,512.0,32.0
10,227.2,19,1,10,4,5,4,69.0,69.0,69.0
2,352.8,19,9,8,4,0,4,69.0,240.0,69.0
10,330.0,19,1,6,4,5,4,69.0,69.0,69.0
6,191.1,19,1,8,4,0,4,128.0,128.0,8.0
10,340.0,19,1,8,0,5,4,69.0,69.0,69.0
10,151.9,19,1,8,4,5,4,69.0,69.0,69.0
10,85.94,19,1,10,4,5,4,69.0,69.0,69.0
10,43.28,19,1,2,4,5,4,69.0,69.0,69.0
7,649.0,2,1,10,0,0,0,69.0,1.0,16.0
10,436.8,19,1,4,0,5,4,69.0,69.0,69.0
10,164.5,19,1,8,4,5,4,69.0,69.0,69.0
4,350.0,2,4,10,0,0,0,69.0,256.0,8.0
1,550.0,0,14,10,0,0,0,256.0,256.0,8.0
1,317.0,19,4,8,0,0,4,69.0,240.0,69.0
2,419.2,19,4,8,0,0,0,69.0,120.0,69.0
10,451.2,19,1,8,0,5,4,69.0,69.0,69.0
4,1265.0,19,1,8,4,5,4,69.0,69.0,69.0
2,413.0,19,11,8,0,0,4,69.0,480.0,69.0
2,200.0,1,3,10,0,1,1,69.0,64.0,8.0
1,360.0,0,5,10,0,0,0,256.0,256.0,8.0
1,199.0,19,4,8,4,0,2,512.0,512.0,16.0
2,125.94,0,11,6,0,0,2,500.0,69.0,4.0
1,119.0,19,9,10,4,0,0,69.0,256.0,8.0
4,75.94,19,1,8,4,5,4,69.0,69.0,69.0
1,675.0,0,7,2,0,0,0,69.0,512.0,16.0
3,117.0,0,8,8,0,0,0,256.0,256.0,16.0
10,599.0,15,6,8,0,4,0,69.0,512.0,8.0
2,160.0,1,5,9,0,0,0,128.0,128.0,4.0
1,321.2,19,7,8,1,0,4,69.0,120.0,69.0
10,248.0,0,1,7,0,5,4,69.0,69.0,69.0
2,30.0,0,8,10,4,1,1,32.0,32.0,32.0
2,490.0,0,5,10,0,0,0,256.0,256.0,8.0
3,70.0,0,5,8,0,0,2,500.0,69.0,4.0
1,1483.0,0,1,1,0,0,0,512.0,512.0,16.0
10,128.4,19,1,1,4,5,4,69.0,69.0,69.0
1,129.0,0,2,8,4,0,0,69.0,256.0,8.0
3,126.5,19,1,8,4,5,4,69.0,69.0,69.0
10,227.4,19,1,8,0,5,4,69.0,69.0,69.0
1,351.2,19,4,8,0,0,4,69.0,240.0,69.0
5,40.0,2,6,10,0,1,1,69.0,16.0,2.0
10,126.5,19,1,8,4,5,4,69.0,69.0,69.0
3,111.25,19,1,8,4,5,4,69.0,69.0,69.0
1,250.0,0,19,8,0,0,0,69.0,1.0,16.0
10,1662.0,19,1,1,4,5,4,69.0,69.0,69.0
3,99.0,0,1,8,4,0,1,64.0,64.0,4.0
3,145.0,2,10,10,0,1,1,69.0,69.0,4.0
1,200.0,2,8,8,0,5,2,1.0,1.0,8.0
1,420.5,19,4,8,0,0,4,69.0,960.0,69.0
8,25.31,19,1,2,4,5,4,1.0,69.0,69.0
10,1087.0,19,1,8,4,5,4,69.0,69.0,69.0
6,118.1,19,1,8,4,0,4,69.0,69.0,69.0
6,100.0,2,10,9,0,0,0,256.0,256.0,8.0
1,750.0,19,5,8,1,0,3,69.0,512.0,16.0
10,238.2,19,1,8,0,5,4,69.0,69.0,69.0
1,253.1,19,1,8,4,5,4,69.0,69.0,69.0
10,165.0,2,3,8,0,0,0,320.0,256.0,2.0
10,158.1,19,13,8,4,0,0,240.0,240.0,8.0
3,260.0,2,2,10,0,0,0,69.0,256.0,8.0
10,600.0,2,7,8,0,0,0,1.0,1.0,16.0
10,129.4,19,1,7,4,5,4,69.0,69.0,69.0
3,62.94,0,6,8,0,0,2,1.0,1.0,6.0
10,92.44,19,1,8,4,5,4,69.0,69.0,69.0
3,184.1,19,6,8,4,0,0,69.0,256.0,8.0
10,815.5,19,1,8,4,5,4,69.0,69.0,69.0
10,226.5,19,13,5,0,0,0,69.0,1.0,69.0
10,159.0,2,6,1,4,1,0,128.0,128.0,4.0
2,1454.0,18,12,4,4,0,0,1.0,1.0,16.0
10,152.2,19,1,8,4,5,4,69.0,69.0,69.0
4,500.0,0,2,8,1,0,0,69.0,512.0,512.0
2,292.2,19,9,8,4,0,4,69.0,120.0,69.0
10,65.25,19,1,1,4,5,4,69.0,69.0,69.0
10,287.0,1,2,1,0,0,0,256.0,256.0,8.0
3,443.0,19,4,8,2,0,0,69.0,1.0,32.0
2,100.0,1,2,8,2,0,0,69.0,32.0,16.0
1,550.0,1,6,10,1,0,0,69.0,512.0,8.0
2,75.94,19,3,8,4,1,4,69.0,69.0,69.0
1,154.0,19,1,3,0,1,1,69.0,32.0,4.0
2,419.2,19,4,8,0,0,0,69.0,120.0,69.0
3,130.0,19,6,8,4,5,2,320.0,69.0,8.0
10,256.5,1,6,1,0,0,0,256.0,256.0,8.0
3,84.94,1,1,8,0,0,0,69.0,128.0,8.0
2,220.0,19,3,4,0,0,0,512.0,512.0,12.0
3,429.0,2,1,1,0,0,0,1.0,1.0,32.0
1,110.0,0,1,8,0,0,0,256.0,256.0,8.0
1,722.0,1,1,2,4,0,0,69.0,512.0,32.0
10,119.0,19,1,8,4,0,2,250.0,69.0,69.0
