Brand,Price,Color,Features,Condition,GPU,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Ram Size
1,293.0,19,7,8,0,0,4,69.0,240.0,69.0
10,285.2,19,1,10,4,5,4,69.0,69.0,69.0
9,113.0,19,1,1,4,5,4,69.0,69.0,69.0
5,137.9,19,1,1,4,5,4,69.0,69.0,69.0
10,536.5,19,1,7,0,5,4,69.0,69.0,69.0
10,540.5,19,1,7,0,5,4,69.0,69.0,69.0
10,44.8,19,1,1,4,5,4,69.0,69.0,69.0
8,107.0,19,1,1,4,5,4,69.0,69.0,69.0
3,60.84,19,1,1,4,5,4,69.0,69.0,69.0
10,104.75,19,1,1,4,5,4,69.0,69.0,69.0
1,346.5,19,7,7,1,0,4,69.0,120.0,69.0
10,334.8,19,1,6,0,5,4,69.0,69.0,69.0
1,405.2,19,1,8,1,0,4,69.0,480.0,69.0
5,91.56,19,1,1,4,5,4,69.0,69.0,69.0
5,113.9,19,1,1,4,5,4,69.0,69.0,69.0
10,112.3,19,1,1,4,5,4,69.0,69.0,69.0
1,334.8,19,7,8,0,0,4,69.0,120.0,69.0
10,340.2,19,1,6,4,5,4,69.0,69.0,69.0
10,450.2,19,1,8,0,5,4,69.0,69.0,69.0
10,1737.0,19,1,8,0,5,4,69.0,69.0,69.0
10,263.8,19,1,1,4,5,4,69.0,69.0,69.0
1,469.5,19,4,7,0,0,0,69.0,120.0,69.0
1,410.8,19,4,8,0,0,4,69.0,960.0,69.0
9,95.4,19,1,1,4,5,4,69.0,69.0,69.0
10,411.0,19,1,7,0,5,4,69.0,69.0,69.0
10,322.0,19,7,8,0,0,0,69.0,256.0,69.0
2,420.8,19,2,7,0,0,4,400.0,128.0,69.0
10,92.5,19,1,1,4,5,4,69.0,69.0,69.0
2,665.0,4,2,8,0,0,4,69.0,240.0,69.0
10,77.06,19,1,1,4,5,4,69.0,69.0,69.0
10,588.5,19,2,8,0,0,4,69.0,960.0,69.0
10,827.0,0,1,8,0,5,4,69.0,69.0,69.0
1,1047.0,0,10,8,0,0,4,69.0,960.0,69.0
10,190.6,19,1,1,4,5,4,69.0,69.0,69.0
1,815.0,0,8,8,0,0,0,69.0,2.0,69.0
10,134.5,19,1,1,4,5,4,69.0,69.0,69.0
1,320.2,19,7,8,1,0,4,69.0,240.0,69.0
10,182.6,0,1,7,0,5,4,69.0,69.0,69.0
10,772.0,19,1,7,0,5,4,69.0,69.0,69.0
10,577.5,19,1,7,0,5,4,69.0,69.0,69.0
10,507.8,19,1,7,0,5,4,69.0,69.0,69.0
10,526.5,19,1,7,0,5,4,69.0,69.0,69.0
2,490.0,19,2,8,0,0,4,69.0,240.0,69.0
10,377.8,19,2,8,0,0,4,69.0,256.0,69.0
10,411.5,19,1,8,0,5,4,69.0,69.0,69.0
10,841.5,19,11,7,0,0,4,69.0,960.0,69.0
10,29.3,19,1,8,4,5,4,69.0,69.0,69.0
10,374.8,19,1,1,4,5,4,69.0,69.0,69.0
7,92.6,19,1,1,4,5,4,69.0,69.0,69.0
10,141.9,19,1,10,4,5,4,69.0,69.0,69.0
10,646.5,19,1,8,0,5,4,69.0,69.0,69.0
10,472.5,19,1,1,4,5,4,69.0,69.0,69.0
3,91.0,19,1,1,4,5,4,69.0,69.0,69.0
7,70.5,19,1,1,4,5,4,69.0,69.0,69.0
1,362.5,19,7,8,0,0,4,69.0,240.0,69.0
10,103.25,19,1,1,4,5,4,69.0,69.0,69.0
10,2326.0,19,10,7,0,0,0,69.0,2.0,69.0
10,160.4,19,1,1,4,5,4,69.0,69.0,69.0
10,10.9,19,1,8,4,5,4,69.0,69.0,69.0
2,489.0,19,6,8,0,0,0,69.0,240.0,69.0
10,275.5,0,1,7,0,5,4,69.0,69.0,69.0
1,432.5,19,1,8,0,0,4,69.0,480.0,69.0
10,456.2,19,1,8,0,5,4,69.0,69.0,69.0
10,103.56,19,1,10,4,5,4,69.0,69.0,69.0
1,335.8,19,7,8,1,0,4,69.0,240.0,69.0
10,164.4,19,1,10,4,5,4,69.0,69.0,69.0
9,91.9,19,1,1,4,5,4,69.0,69.0,69.0
9,91.3,19,1,1,4,5,4,69.0,69.0,69.0
1,424.8,0,11,8,0,0,4,69.0,120.0,69.0
10,316.0,19,1,1,4,5,4,69.0,69.0,69.0
1,423.5,19,10,8,0,0,4,69.0,240.0,69.0
10,234.0,19,1,6,0,5,4,69.0,69.0,69.0
10,753.5,19,1,8,0,5,4,69.0,69.0,69.0
10,2096.0,0,1,7,0,5,4,69.0,69.0,69.0
2,377.8,19,2,8,0,0,4,69.0,256.0,69.0
10,419.8,19,9,8,0,0,0,69.0,240.0,69.0
10,401.0,19,2,8,0,0,4,69.0,120.0,69.0
1,320.2,19,7,8,1,0,4,69.0,240.0,69.0
10,371.0,19,1,8,0,5,4,69.0,69.0,69.0
1,442.5,19,5,8,0,0,0,69.0,240.0,69.0
10,365.0,19,1,8,0,5,4,69.0,69.0,69.0
7,97.06,19,1,1,4,5,4,69.0,69.0,69.0
10,101.9,19,1,1,4,5,4,69.0,69.0,69.0
5,112.8,19,1,1,4,5,4,69.0,69.0,69.0
10,95.25,19,1,1,4,5,4,69.0,69.0,69.0
10,508.5,19,7,8,0,0,0,69.0,480.0,69.0
1,67.3,19,1,9,4,5,4,69.0,69.0,69.0
10,33.5,19,1,9,4,5,4,69.0,69.0,69.0
10,78.9,19,1,1,4,5,4,69.0,69.0,69.0
1,422.8,19,5,8,0,0,0,69.0,240.0,69.0
7,125.06,19,1,1,4,5,4,69.0,69.0,69.0
10,232.2,0,1,7,0,5,4,69.0,69.0,69.0
10,215.9,19,1,8,0,5,4,69.0,69.0,69.0
10,457.2,19,1,7,0,5,4,69.0,69.0,69.0
10,128.5,19,1,10,4,5,4,69.0,69.0,69.0
10,640.5,19,1,8,0,5,4,69.0,69.0,69.0
10,45.28,19,1,10,4,5,4,69.0,69.0,69.0
10,21.7,19,1,8,4,5,4,69.0,69.0,69.0
10,127.94,19,1,1,4,5,4,69.0,69.0,69.0
10,236.0,19,1,9,4,5,4,69.0,69.0,69.0
10,511.5,19,1,3,4,5,4,69.0,69.0,69.0
1,510.0,19,6,8,2,0,4,69.0,240.0,69.0
10,279.0,19,1,8,0,5,4,69.0,69.0,69.0
10,3356.0,19,1,1,0,5,4,69.0,69.0,69.0
10,1019.5,19,1,7,0,5,4,69.0,69.0,69.0
4,81.2,19,1,1,4,5,4,69.0,69.0,69.0
7,110.8,19,1,1,4,5,4,69.0,69.0,69.0
10,2680.0,19,1,7,0,5,4,69.0,69.0,69.0
1,1363.0,19,11,7,0,0,0,69.0,4.0,69.0
10,2326.0,19,10,7,0,0,0,69.0,960.0,69.0
1,106.25,0,1,8,4,5,2,500.0,69.0,8.0
10,131.0,19,1,1,4,5,4,69.0,69.0,69.0
9,60.84,19,1,1,4,5,4,69.0,69.0,69.0
1,182.6,19,1,8,4,0,4,500.0,69.0,69.0
10,117.3,19,1,1,4,5,4,69.0,69.0,69.0
9,99.5,19,1,1,4,5,4,69.0,69.0,69.0
8,22.22,19,1,9,4,5,4,69.0,69.0,69.0
10,302.2,19,1,8,0,5,4,69.0,69.0,69.0
2,340.8,19,11,8,0,0,4,69.0,240.0,69.0
5,91.7,19,1,1,4,5,4,69.0,69.0,69.0
10,162.6,19,1,1,4,5,4,69.0,69.0,69.0
10,59.4,19,1,10,4,5,4,69.0,69.0,69.0
10,322.0,19,1,6,0,5,4,69.0,69.0,69.0
1,539.0,19,7,8,0,0,4,69.0,2.0,69.0
7,95.94,19,1,1,4,5,4,69.0,69.0,69.0
1,373.8,19,1,7,0,0,4,69.0,240.0,69.0
10,124.1,19,1,1,4,5,4,69.0,69.0,69.0
10,97.5,19,1,1,4,5,4,69.0,69.0,69.0
10,84.1,19,1,1,4,5,4,69.0,69.0,69.0
10,67.06,19,1,1,4,5,4,69.0,69.0,69.0
10,330.5,19,1,8,0,5,4,69.0,69.0,69.0
10,711.0,19,1,8,0,5,4,69.0,69.0,69.0
10,35.2,19,1,1,4,5,4,69.0,69.0,69.0
10,341.8,19,1,8,0,5,4,69.0,69.0,69.0
7,90.2,19,1,1,4,5,4,69.0,69.0,69.0
10,28.44,19,1,1,4,5,4,69.0,69.0,69.0
10,92.7,19,1,1,4,5,4,69.0,69.0,69.0
10,50.75,19,1,1,4,5,4,69.0,69.0,69.0
1,470.5,19,10,8,0,0,4,69.0,240.0,69.0
1,280.0,19,4,8,0,0,4,69.0,240.0,69.0
10,262.2,19,1,8,0,5,4,69.0,69.0,69.0
2,650.5,19,6,8,0,0,0,69.0,960.0,69.0
10,568.0,19,1,7,0,5,4,69.0,69.0,69.0
10,99.0,19,1,1,4,5,4,69.0,69.0,69.0
10,863.5,19,1,8,0,5,4,69.0,69.0,69.0
1,331.0,19,7,8,0,0,4,69.0,240.0,69.0
10,232.1,19,1,1,4,5,4,69.0,69.0,69.0
10,266.2,0,1,7,0,5,4,69.0,69.0,69.0
10,47.1,19,1,1,4,5,4,69.0,69.0,69.0
10,425.2,19,1,5,0,5,4,69.0,69.0,69.0
9,81.6,19,1,1,4,5,4,69.0,69.0,69.0
10,932.5,19,1,7,0,5,4,69.0,69.0,69.0
10,135.8,19,1,8,4,5,4,69.0,69.0,69.0
10,1002.5,19,1,7,0,5,4,69.0,69.0,69.0
2,533.5,19,9,8,0,0,0,69.0,240.0,69.0
1,303.8,19,7,8,0,0,4,69.0,240.0,69.0
10,273.5,19,1,6,0,5,4,69.0,69.0,69.0
10,245.5,19,1,7,0,5,4,69.0,69.0,69.0
2,743.0,0,1,8,0,0,4,69.0,960.0,69.0
10,280.2,19,1,8,4,5,4,69.0,69.0,4.0
10,724.5,19,1,7,0,5,4,69.0,69.0,69.0
10,151.9,19,1,1,4,5,4,69.0,69.0,69.0
10,463.5,0,1,7,0,5,4,69.0,69.0,69.0
10,391.5,19,1,8,0,5,4,69.0,69.0,69.0
10,264.2,19,1,7,0,5,4,69.0,69.0,69.0
10,93.0,19,1,1,4,5,4,69.0,69.0,69.0
2,726.0,1,2,8,0,0,4,69.0,960.0,69.0
10,59.28,19,1,1,4,5,4,69.0,69.0,69.0
10,90.06,19,1,1,4,5,4,69.0,69.0,69.0
10,413.2,19,1,8,0,5,4,69.0,69.0,69.0
10,571.5,19,1,7,0,5,4,69.0,69.0,69.0
10,921.0,19,1,7,0,5,4,69.0,69.0,69.0
10,531.0,19,1,7,0,5,4,69.0,69.0,69.0
10,432.2,19,1,7,0,5,4,69.0,69.0,69.0
10,134.5,19,1,1,4,5,4,69.0,69.0,69.0
1,442.0,0,7,8,0,0,4,69.0,960.0,69.0
10,2280.0,0,10,1,0,0,4,69.0,69.0,69.0
1,1014.5,0,2,8,0,0,4,69.0,120.0,69.0
2,602.0,0,1,8,0,0,4,69.0,240.0,69.0
10,414.8,19,1,7,0,5,4,69.0,69.0,69.0
10,60.84,19,1,1,4,5,4,69.0,69.0,69.0
10,124.9,19,1,1,4,5,4,69.0,69.0,69.0
10,372.5,0,1,7,0,5,4,69.0,69.0,69.0
10,315.2,19,1,1,4,5,4,69.0,69.0,69.0
2,751.0,0,2,8,0,0,4,69.0,240.0,69.0
10,542.0,19,1,7,0,5,4,69.0,69.0,69.0
10,517.0,19,1,7,0,5,4,69.0,69.0,69.0
10,607.0,19,1,7,0,5,4,69.0,69.0,69.0
2,465.5,19,11,8,0,0,0,69.0,240.0,69.0
2,772.5,0,2,8,0,0,4,69.0,480.0,69.0
10,168.1,19,1,10,4,5,4,69.0,69.0,69.0
1,462.8,0,8,8,0,0,4,69.0,960.0,69.0
10,856.5,19,1,8,0,5,4,69.0,69.0,69.0
10,805.5,19,1,8,0,5,4,69.0,69.0,69.0
10,525.0,19,1,10,4,5,4,69.0,69.0,69.0
1,401.8,19,11,8,0,0,4,69.0,240.0,69.0
2,465.5,19,11,8,0,0,0,69.0,240.0,69.0
10,328.8,0,1,7,0,5,4,69.0,69.0,69.0
10,89.8,19,1,1,4,5,4,69.0,69.0,69.0
10,112.3,19,1,1,4,5,4,69.0,69.0,69.0
5,127.8,19,1,1,4,5,4,69.0,69.0,69.0
10,42.2,19,1,1,4,5,4,69.0,69.0,69.0
1,444.5,19,10,8,0,0,4,69.0,240.0,69.0
10,93.94,19,1,1,4,5,4,69.0,69.0,69.0
2,656.5,19,9,8,0,0,4,69.0,2.0,69.0
10,334.0,19,1,8,4,5,4,69.0,69.0,69.0
10,205.1,19,1,1,4,5,4,69.0,69.0,69.0
10,141.5,19,1,1,4,5,4,69.0,69.0,69.0
10,707.5,19,7,7,0,0,0,69.0,2.0,69.0
10,336.2,19,1,8,1,5,4,69.0,69.0,69.0
1,129.6,0,6,9,0,5,3,69.0,256.0,8.0
10,58.97,19,1,10,4,5,4,69.0,69.0,69.0
1,334.5,19,1,7,0,0,4,69.0,120.0,69.0
7,94.0,19,1,1,4,5,4,69.0,69.0,69.0
2,323.0,19,2,8,0,0,4,69.0,240.0,69.0
1,280.0,19,4,8,0,0,4,69.0,240.0,69.0
3,119.06,19,1,1,4,5,4,69.0,69.0,69.0
10,22.0,19,1,9,4,5,4,69.0,69.0,69.0
7,90.44,19,1,1,4,5,4,69.0,69.0,69.0
1,499.0,19,7,8,0,0,4,69.0,2.0,69.0
10,87.56,19,1,1,4,5,4,69.0,69.0,69.0
10,49.62,19,1,1,4,5,4,69.0,69.0,69.0
10,82.2,19,1,10,4,5,4,69.0,69.0,69.0
9,69.25,19,1,1,4,5,4,69.0,69.0,69.0
1,463.2,19,5,8,0,0,0,69.0,480.0,69.0
7,95.3,19,1,1,4,5,4,69.0,69.0,69.0
2,427.2,19,11,8,0,0,0,69.0,120.0,69.0
10,104.6,19,1,1,4,5,4,69.0,69.0,69.0
10,264.2,19,1,8,0,5,4,69.0,69.0,69.0
9,75.2,19,1,1,4,5,4,69.0,69.0,69.0
10,205.2,19,1,10,4,5,4,69.0,69.0,69.0
9,61.12,19,1,1,4,5,4,69.0,69.0,69.0
1,451.5,0,8,8,0,0,4,69.0,240.0,69.0
1,339.8,19,1,8,0,0,4,69.0,240.0,69.0
4,27.77,19,1,9,4,5,4,69.0,69.0,69.0
10,329.8,19,1,8,4,5,4,69.0,69.0,69.0
1,469.0,19,4,7,0,0,4,69.0,960.0,69.0
10,206.1,19,1,8,4,5,4,69.0,69.0,69.0
10,258.2,19,1,6,0,5,4,69.0,69.0,69.0
1,444.5,19,10,8,0,0,4,69.0,240.0,69.0
2,636.5,0,8,8,0,0,0,69.0,240.0,69.0
10,226.9,19,1,7,0,5,4,69.0,69.0,69.0
10,628.0,19,1,7,0,5,4,69.0,69.0,69.0
2,584.5,0,1,10,4,5,4,69.0,69.0,69.0
10,157.2,19,1,8,4,5,4,69.0,69.0,69.0
10,105.0,19,1,10,4,5,4,69.0,69.0,69.0
10,341.5,0,1,7,0,5,4,69.0,69.0,69.0
10,523.5,19,1,7,0,5,4,69.0,69.0,69.0
10,475.8,19,1,1,4,5,4,69.0,69.0,69.0
10,50.78,19,1,10,4,5,4,69.0,69.0,69.0
2,462.8,0,2,8,0,0,4,69.0,120.0,69.0
1,335.8,19,7,8,1,0,4,69.0,240.0,69.0
10,541.0,19,1,7,0,5,4,69.0,69.0,69.0
10,473.8,0,7,8,0,0,0,69.0,480.0,69.0
10,100.0,19,1,1,4,5,4,69.0,69.0,69.0
7,69.75,19,1,1,4,5,4,69.0,69.0,69.0
10,303.8,0,1,7,1,5,4,69.0,69.0,69.0
10,463.5,19,1,1,4,5,4,69.0,69.0,69.0
10,818.0,19,1,7,0,5,4,69.0,69.0,69.0
2,433.5,19,11,8,0,0,0,69.0,120.0,69.0
1,437.2,19,4,8,0,0,0,69.0,960.0,69.0
1,424.8,0,11,8,0,0,4,69.0,120.0,69.0
7,93.44,19,1,1,4,5,4,69.0,69.0,69.0
1,423.5,19,10,8,0,0,4,69.0,240.0,69.0
10,355.0,0,1,7,0,5,4,69.0,69.0,69.0
7,132.8,19,1,1,4,5,4,69.0,69.0,69.0
10,133.1,19,1,1,4,5,4,69.0,69.0,69.0
9,74.56,19,1,1,4,5,4,69.0,69.0,69.0
2,454.0,19,11,8,0,0,2,69.0,120.0,69.0
10,131.6,19,1,1,4,5,4,69.0,69.0,69.0
10,109.9,19,1,1,4,5,4,69.0,69.0,69.0
10,71.25,19,1,1,4,5,4,69.0,69.0,69.0
1,427.0,19,4,8,0,0,0,69.0,240.0,69.0
10,405.2,19,1,8,0,5,4,69.0,69.0,69.0
10,564.5,0,7,8,0,0,0,69.0,960.0,69.0
10,86.3,19,1,10,4,5,4,69.0,69.0,69.0
10,346.2,19,1,8,0,5,4,69.0,69.0,69.0
10,397.8,0,9,8,0,0,0,69.0,240.0,69.0
9,71.44,19,1,1,4,5,4,69.0,69.0,69.0
7,127.8,19,1,1,4,5,4,69.0,69.0,69.0
1,345.2,19,7,8,0,0,4,69.0,240.0,69.0
1,422.8,19,10,8,0,0,4,69.0,240.0,69.0
1,72.0,19,1,1,4,5,4,69.0,69.0,69.0
10,591.0,0,1,7,0,5,4,69.0,69.0,69.0
10,86.75,19,1,1,4,5,4,69.0,69.0,69.0
10,445.8,19,1,8,0,5,4,69.0,69.0,69.0
10,633.0,0,1,7,0,5,4,69.0,69.0,69.0
10,314.8,19,1,1,4,5,4,69.0,69.0,69.0
10,278.8,19,1,7,0,5,4,69.0,69.0,69.0
2,519.5,0,11,8,0,0,2,69.0,240.0,69.0
10,396.0,19,1,7,0,5,4,69.0,69.0,69.0
10,552.5,19,1,7,0,5,4,69.0,69.0,69.0
10,10.85,19,1,8,4,5,4,69.0,69.0,69.0
10,412.0,1,7,8,0,0,0,69.0,480.0,69.0
10,458.8,19,1,7,0,5,4,69.0,69.0,69.0
2,497.2,19,11,8,0,0,0,69.0,480.0,69.0
1,321.2,19,7,7,1,0,4,69.0,120.0,69.0
10,512.5,19,1,7,0,5,4,69.0,69.0,69.0
2,458.0,0,7,8,0,0,0,69.0,240.0,69.0
1,462.8,1,6,8,0,0,4,500.0,500.0,69.0
1,378.5,0,1,8,0,0,4,69.0,256.0,69.0
10,378.5,19,1,1,4,5,4,69.0,69.0,69.0
10,466.8,19,1,8,0,5,4,69.0,69.0,69.0
10,204.5,19,1,8,4,5,4,69.0,69.0,69.0
1,379.2,0,7,8,0,0,4,69.0,240.0,69.0
10,487.2,19,1,8,0,5,4,69.0,69.0,69.0
2,538.5,1,6,8,0,0,0,69.0,120.0,69.0
10,2326.0,19,10,7,0,0,0,69.0,2.0,69.0
10,571.5,19,1,8,4,5,4,69.0,69.0,69.0
10,90.75,19,1,1,4,5,4,69.0,69.0,69.0
2,453.8,19,1,10,0,0,0,128.0,128.0,8.0
10,453.8,19,1,8,0,5,4,69.0,69.0,69.0
2,590.0,0,7,8,0,0,0,69.0,960.0,69.0
1,110.0,0,1,8,4,0,0,69.0,128.0,4.0
2,458.0,0,7,8,0,0,0,69.0,240.0,69.0
1,284.8,0,6,8,4,0,0,69.0,256.0,69.0
10,265.8,19,1,1,4,5,4,69.0,69.0,69.0
10,317.8,19,1,1,4,5,4,69.0,69.0,69.0
10,110.0,19,1,1,4,5,4,69.0,69.0,69.0
2,578.0,19,6,8,0,0,0,69.0,120.0,69.0
2,619.0,0,6,8,0,0,0,69.0,480.0,69.0
10,121.6,19,1,10,4,5,4,69.0,69.0,69.0
10,78.1,19,1,1,4,5,4,69.0,69.0,69.0
10,282.5,19,1,6,0,5,4,69.0,69.0,69.0
1,299.8,19,10,8,0,0,2,250.0,69.0,8.0
1,377.2,0,7,8,0,0,4,69.0,240.0,69.0
1,414.2,0,8,8,0,0,4,69.0,480.0,69.0
1,534.0,19,6,8,2,0,4,69.0,480.0,69.0
2,200.0,0,11,8,0,0,0,512.0,512.0,8.0
1,775.5,2,2,8,2,0,4,69.0,2.0,69.0
10,11.94,19,1,8,4,5,4,69.0,69.0,69.0
10,216.0,19,1,7,0,5,4,69.0,69.0,69.0
10,123.5,19,1,1,4,5,4,69.0,69.0,69.0
2,442.8,19,11,8,0,0,0,69.0,240.0,69.0
2,519.0,0,1,8,0,0,4,69.0,120.0,69.0
10,112.44,19,1,1,4,5,4,69.0,69.0,69.0
7,92.6,19,1,10,4,5,4,69.0,69.0,69.0
10,304.5,19,1,8,4,5,4,69.0,69.0,69.0
1,282.8,19,7,8,0,0,4,69.0,240.0,69.0
7,92.9,19,1,1,4,5,4,69.0,69.0,69.0
1,494.2,19,7,8,0,0,4,69.0,960.0,69.0
4,21.88,19,1,9,4,5,4,69.0,69.0,69.0
10,140.2,19,1,1,4,5,4,69.0,69.0,69.0
10,163.5,19,1,10,4,5,4,69.0,69.0,69.0
2,624.0,1,2,8,0,0,4,69.0,240.0,69.0
10,473.8,19,1,8,0,5,4,69.0,69.0,69.0
10,470.5,19,1,8,0,5,4,69.0,69.0,69.0
10,358.5,19,2,7,0,0,4,69.0,256.0,69.0
1,281.2,19,7,8,0,0,4,69.0,240.0,69.0
10,57.88,19,1,1,4,5,4,69.0,69.0,69.0
10,319.0,19,1,5,0,5,4,69.0,69.0,69.0
4,64.9,19,1,1,4,5,4,69.0,69.0,69.0
2,565.0,1,6,8,0,0,0,69.0,240.0,69.0
10,1717.0,19,1,8,0,5,4,69.0,69.0,69.0
10,960.0,19,1,7,0,5,4,69.0,69.0,69.0
4,21.64,19,1,9,4,5,4,69.0,69.0,69.0
10,996.5,19,1,7,0,5,4,69.0,69.0,69.0
1,390.0,19,1,8,0,0,4,69.0,240.0,69.0
10,389.0,19,1,6,4,5,4,69.0,69.0,69.0
10,307.0,0,1,8,0,5,4,69.0,69.0,69.0
1,396.8,19,8,8,0,0,4,69.0,120.0,69.0
9,95.56,19,1,1,4,5,4,69.0,69.0,69.0
2,188.8,19,9,8,0,0,0,256.0,256.0,8.0
9,114.5,19,1,1,4,5,4,69.0,69.0,69.0
10,242.5,19,1,7,0,5,4,69.0,69.0,69.0
10,650.5,19,1,10,4,5,4,69.0,69.0,69.0
10,324.5,19,1,1,4,5,4,69.0,69.0,69.0
10,1758.0,19,1,7,0,5,4,69.0,69.0,69.0
10,394.8,19,1,7,0,5,4,69.0,69.0,69.0
10,161.9,19,1,1,4,5,4,69.0,69.0,69.0
10,461.8,19,1,7,0,5,4,69.0,69.0,69.0
10,506.8,19,1,7,0,5,4,69.0,69.0,69.0
1,80.0,19,1,8,4,0,2,500.0,500.0,4.0
4,60.0,2,13,2,4,1,1,32.0,32.0,4.0
5,47.0,0,6,8,0,1,0,16.0,16.0,4.0
6,107.56,19,1,8,4,5,4,64.0,69.0,69.0
2,100.0,0,13,8,0,0,2,500.0,69.0,4.0
2,99.94,0,1,8,4,0,0,256.0,256.0,8.0
1,450.0,19,1,8,4,1,0,32.0,32.0,4.0
6,175.0,2,18,8,0,5,0,128.0,128.0,8.0
10,593.0,19,1,8,4,4,0,69.0,512.0,32.0
1,140.0,0,1,8,0,0,2,500.0,69.0,16.0
6,69.6,19,10,9,4,5,0,256.0,256.0,256.0
1,335.0,0,11,4,0,0,0,512.0,512.0,32.0
1,79.0,19,1,8,4,0,2,250.0,250.0,4.0
3,39.97,19,1,9,4,5,4,69.0,69.0,69.0
3,49.0,6,8,8,0,1,1,1.0,16.0,4.0
1,73.0,19,1,8,4,0,2,500.0,500.0,8.0
1,149.0,2,1,8,0,0,0,69.0,128.0,4.0
10,2378.0,0,5,1,1,0,0,1.0,1.0,32.0
1,22.55,19,1,9,4,5,4,69.0,69.0,69.0
2,500.0,0,3,1,2,0,0,256.0,256.0,16.0
8,70.0,0,3,8,0,0,2,750.0,69.0,6.0
7,990.0,0,8,10,0,0,0,69.0,1.0,16.0
4,230.0,1,1,8,0,1,0,16.0,128.0,16.0
4,118.1,19,9,8,4,0,0,69.0,128.0,4.0
2,320.0,1,11,8,0,0,0,512.0,512.0,16.0
1,75.0,19,1,8,4,0,4,500.0,500.0,4.0
10,100.0,19,1,8,4,5,0,69.0,128.0,4.0
3,75.0,19,4,8,4,0,2,320.0,69.0,4.0
10,164.5,19,5,6,0,0,0,120.0,120.0,8.0
1,350.0,1,1,10,0,0,0,69.0,512.0,16.0
1,399.0,19,1,8,4,5,0,512.0,512.0,16.0
3,100.0,1,1,8,0,0,2,500.0,500.0,8.0
3,200.0,2,1,10,0,1,0,64.0,64.0,8.0
1,115.0,0,5,8,0,0,0,256.0,256.0,8.0
1,399.0,0,8,8,0,5,0,512.0,512.0,32.0
6,93.0,2,7,8,4,0,0,128.0,128.0,8.0
1,16.3,19,1,9,4,5,4,69.0,69.0,69.0
3,180.0,0,11,8,4,0,0,69.0,256.0,8.0
1,70.0,1,2,9,4,5,4,69.0,69.0,4.0
6,725.0,19,1,5,4,0,0,69.0,256.0,16.0
1,29.89,0,1,8,4,1,0,16.0,16.0,4.0
4,38.0,1,5,10,0,1,1,16.0,69.0,4.0
3,184.1,19,1,8,4,0,0,69.0,256.0,8.0
3,157.8,11,11,8,0,0,2,500.0,500.0,16.0
10,396.0,19,1,8,0,5,4,69.0,69.0,69.0
2,74.3,19,1,1,4,5,4,69.0,69.0,69.0
8,74.44,19,1,1,4,5,4,69.0,69.0,69.0
7,109.9,19,1,1,4,5,4,69.0,69.0,69.0
10,574.5,19,1,7,0,5,4,69.0,69.0,69.0
9,89.8,19,1,1,4,5,4,69.0,69.0,69.0
5,135.5,19,1,1,4,5,4,69.0,69.0,69.0
4,22.22,19,1,9,4,5,4,69.0,69.0,69.0
10,20.44,19,1,1,4,5,4,69.0,69.0,69.0
10,204.5,19,1,8,0,5,4,69.0,69.0,69.0
2,376.0,19,9,8,0,0,4,69.0,480.0,69.0
10,104.7,19,1,10,4,5,4,69.0,69.0,69.0
9,93.9,19,1,1,4,5,4,69.0,69.0,69.0
1,433.0,19,7,8,0,0,4,69.0,960.0,69.0
10,254.2,19,1,1,4,5,4,69.0,69.0,69.0
5,59.2,19,1,10,4,5,4,69.0,69.0,69.0
10,184.5,19,1,8,4,5,4,69.0,69.0,69.0
10,225.0,1,6,1,4,0,0,256.0,256.0,8.0
2,419.5,19,4,8,0,0,0,69.0,128.0,69.0
1,334.0,19,7,7,1,0,4,69.0,240.0,69.0
10,56.56,19,1,1,4,5,4,69.0,69.0,69.0
10,105.44,19,1,10,4,5,4,69.0,69.0,69.0
5,114.5,19,1,1,4,5,4,69.0,69.0,69.0
10,101.94,19,1,1,4,5,4,69.0,69.0,69.0
10,91.9,19,1,1,4,5,4,69.0,69.0,69.0
1,314.5,19,8,8,0,0,4,69.0,240.0,69.0
10,107.6,19,1,10,4,5,4,69.0,69.0,69.0
10,2680.0,0,1,7,0,5,4,69.0,69.0,69.0
5,89.8,19,1,1,4,5,4,69.0,69.0,69.0
1,462.8,0,7,8,1,0,4,69.0,960.0,69.0
10,85.4,19,1,1,4,5,4,69.0,69.0,69.0
1,414.8,19,5,8,0,0,0,69.0,120.0,69.0
10,1533.0,19,1,7,0,5,4,69.0,69.0,69.0
10,770.5,19,9,8,0,0,0,69.0,240.0,69.0
1,580.5,19,10,7,0,0,4,69.0,480.0,69.0
1,339.5,0,1,8,0,0,4,69.0,120.0,69.0
10,82.8,19,1,10,4,5,4,69.0,69.0,69.0
10,247.4,0,1,7,0,5,4,69.0,69.0,69.0
10,548.5,19,1,8,0,5,4,69.0,69.0,69.0
10,494.8,0,1,7,0,5,4,69.0,69.0,69.0
10,511.2,19,1,7,0,5,4,69.0,69.0,69.0
10,227.8,19,1,7,0,5,4,69.0,69.0,69.0
1,511.8,0,5,8,0,0,0,69.0,480.0,69.0
10,113.6,19,1,1,4,5,4,69.0,69.0,69.0
10,375.8,19,1,7,4,5,4,69.0,69.0,69.0
2,483.0,19,2,8,0,0,4,69.0,120.0,69.0
10,43.25,19,1,1,4,5,4,69.0,69.0,69.0
10,778.5,19,1,7,0,5,4,69.0,69.0,69.0
